"VAR"	"LABEL"	"TYPE"	"INPUT"	"QUESTION"
"AC46"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change is like: I'm real bitches."
"AC47"	"climate change tweet"	"NOMINAL"	"SELECTION"	"New review just published in Current Climate Change Reports!"
"AC48"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Being able to previous generations — because of climate change:"
"AC49"	"climate change tweet"	"NOMINAL"	"SELECTION"	"All these people ""climate change climate change, fuck tRump"" and yet drive a big ass truck and litter..."
"AC50"	"climate change tweet"	"NOMINAL"	"SELECTION"	"People rarely bring up ""Climate Change in the winter time. Only in the summer time fire season."
"AC51"	"climate change tweet"	"NOMINAL"	"SELECTION"	"💔 😔 🔥 🔥 🔥 🌎 this has been a heartbreaking summer of 🔥 #wildfires #climatechange"
"AC52"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Have you seen the meme - We need to save the world from global warming for Keith Richards?"
"AC53"	"climate change tweet"	"NOMINAL"	"SELECTION"	"They probably are, as well as global warming, and trump being elected"
"AC54"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Finally, a climate change that the left can really get behind."
"AC55"	"climate change tweet"	"NOMINAL"	"SELECTION"	"BREAKING: due to man-made climate change, Jupiter’s red spot could be completely gone within the next 20 years"
"AC56"	"climate change tweet"	"NOMINAL"	"SELECTION"	"The fossil fuel industry has created a denialist movement That has taken over the Republican Party #climatechange Robert Manne"
"AC57"	"climate change tweet"	"NOMINAL"	"SELECTION"	"LOL... certainly not climate change or global warming... or whatever it used to be called"
"AC58"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I blame global warming. 😆"
"AC59"	"climate change tweet"	"NOMINAL"	"SELECTION"	"How do you feel about climate change? :c"
"AC60"	"climate change tweet"	"NOMINAL"	"SELECTION"	"So what’s wrong with facts? Also what should they have said about #climatechange? #auspol"
"AC61"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Why do all the accused pedos push climate change?"
"AC62"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Pollution + climate change will wreak havoc on marine life in coming years. It’s heartrending."
"AC63"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Stand up for global action on climate change — thanks to American health care reform."
"AC64"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Hey Barnaby! I’ve shopped at kmart & I go to the pub AND I care about climate change... #climate #auspol #NoFrackingWA"
"AC65"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Also proof of global warming."
"AC66"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Denying climate change:"
"AC67"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change is a bigger threat than nuclear proliferation and terrorist attacks?"
"AC68"	"climate change tweet"	"NOMINAL"	"SELECTION"	"as global warming starts to bite we'll all be moving north... and canada is a good bet #whatdoyouthink"
"AC69"	"climate change tweet"	"NOMINAL"	"SELECTION"	"when are you gonna give you full views on climate change to us?"
"AC70"	"climate change tweet"	"NOMINAL"	"SELECTION"	"So you have a hot summer and it’s #globalwarming?"
"AC71"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change is science."
"AC72"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Thank goodness their generation did so much to prevent climate change."
"AC73"	"climate change tweet"	"NOMINAL"	"SELECTION"	"YouTube Is Adding ‘Fact Checks’ to Videos that Question ‘Climate Change’ - similar to Hitler/Nazi's burning of the Reichstag"
"AC74"	"climate change tweet"	"NOMINAL"	"SELECTION"	"""Regulatory state""? ""Regulate climate change""? Well, we know where their heads are."
"AC75"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Well at least it got people tweeting about climate change!"
"AC76"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Nothing on climate Change??? Appalling"
"AC77"	"climate change tweet"	"NOMINAL"	"SELECTION"	"would agree that a vast reduction in carbon emissions *would* have a significant impact on climate change, would they not?"
"AC78"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Excellent since our nation is over regulated and climate change is a scam."
"AC79"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Even he says there is no global warming but it is age related fealing."
"AC80"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Too bad you devoted almost zero coverage to climate change in 2016 Shrug emoji"
"AD01"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Let’s envision what WE can be when we #cocreate our world WITH #creation. #climatechange #vision #motivate"
"AD02"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change is man made - but im sure you know that, pedo."
"AD03"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I sure hope that companies continue to fight against climate change without 45"
"AD04"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Before taking oath, Imran Khan should think that you are the last hope of the nation.Many hopes of climate change."
"AD05"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Strongest-ever earthquake hits Alaska's North Slope region thanks to Global Warming."
"AD06"	"climate change tweet"	"NOMINAL"	"SELECTION"	"if in 2018 you still believe global warming is a hoax please fuck off my timeline"
"AD07"	"climate change tweet"	"NOMINAL"	"SELECTION"	"that's so weird what it's august... global warming man. how's your campus and neighbourhood!!"
"AD08"	"climate change tweet"	"NOMINAL"	"SELECTION"	"As the name might imply, this is probably the earliest reference to what we now refer to as anthropogenic climate change."
"AD09"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Anyone who cares about the environment is going to vote for Democrats, not for a party that doesn't believe in climate change."
"AD10"	"climate change tweet"	"NOMINAL"	"SELECTION"	"How about you get the hell out of our state and take your climate change denial theories with you? #StinkeZinke"
"AD11"	"climate change tweet"	"NOMINAL"	"SELECTION"	"if he does he needs to admit climate change is real and stop enforcing laws on women's bodies."
"AD12"	"climate change tweet"	"NOMINAL"	"SELECTION"	"""Climate change"""
"AD13"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change means you are lying about at least a part of that, my man."
"AD14"	"climate change tweet"	"NOMINAL"	"SELECTION"	"climate change is made up by the chinese"
"AD15"	"climate change tweet"	"NOMINAL"	"SELECTION"	"When it's so smokey outside #pokemongo weather gives you fog benefits. #wilfwife #pnw #pokemongo #pokemon #summer #heatwave #climatechange"
"AD16"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate Change is a myth you Soy drinking moron"
"AD17"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change"
"AD18"	"climate change tweet"	"NOMINAL"	"SELECTION"	"This is very scary. Trump denies climate change, yet this is published by the EPA. Not only for the Northeast, but world wide."
"AD19"	"climate change tweet"	"NOMINAL"	"SELECTION"	"#African Experts Warn Of Climate Change Risk To #Coffee"
"AD20"	"climate change tweet"	"NOMINAL"	"SELECTION"	"You forget the scare quotes, lemme fix it for you. “Climate Change”"
"AD21"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Denying climate change is dangerous. Join Team today:"
"AD22"	"climate change tweet"	"NOMINAL"	"SELECTION"	"To be fair, I think that hell on earth would enable global warming."
"AD23"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Beauty being completely destroyed by climate change."
"AD24"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I guess global warming affected their brains too, increasing the number of hotheads around"
"AD25"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I know that climate change is real because we're taxed to stop it!"
"AD26"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Making co @plex climate change about a couple years data? Yep whatever fits the narrative"
"AD27"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Worse than global warming?"
"AD28"	"climate change tweet"	"NOMINAL"	"SELECTION"	"...those cheeks 😳 no wonder we got global warming"
"AD29"	"climate change tweet"	"NOMINAL"	"SELECTION"	"So if that’s the case (which I dont believe) then climate change is drug users fault"
"AD30"	"climate change tweet"	"NOMINAL"	"SELECTION"	"*global warming"
"AD31"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Yeah. I remember when climate change was called winter, spring, summer and fall. Or simply weather."
"AD32"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Also, can PLEASE stop lifting bans for climate change and endangered animal protection?"
"AD33"	"climate change tweet"	"NOMINAL"	"SELECTION"	"didn't trump fix global warming through twitter? i thought we were ok."
"AD34"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Only in the sense that climate change didn't strike match, otherwise, this is a lie."
"AD35"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I think the oil industry had studies even in the fifties about global warming."
"AD36"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate Change Got You Down? Let's Talk - The Revelator"
"AD37"	"climate change tweet"	"NOMINAL"	"SELECTION"	"My 7-year-old son knows more about climate change than Tony Abbott!"
"AD38"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Study: Global-warming skeptics more likely to be donated."
"AD39"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Has California gotten hotter since you arrived? Tell us your climate change stories - Los Angeles Times"
"AD40"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Harry is reminding his followers about the dangers of global warming"
"AD41"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I don't think that a day has gone by this past week without flash flood warnings #climatechange"
"AD42"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Is Climate Change or Negligence Responsible for Calif. Fires? #The #smart #house #coin"
"AD43"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Nope. No climate change. It's called seasons and now is Summer"
"AD44"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Another day another wrong move! 😂 😂 😂 it’s funny when it’s hilarious already 😂 #logicisbasic #savesomedignity #climatechange 😆"
"AD45"	"climate change tweet"	"NOMINAL"	"SELECTION"	"What are you doing to help fight climate change?"
"AD46"	"climate change tweet"	"NOMINAL"	"SELECTION"	"""spiders heading north due to climate change"" maybe burning to death during summer isn't so bad after all"
"AD47"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change denial gets you “anti-raptured” immediately."
"AD48"	"climate change tweet"	"NOMINAL"	"SELECTION"	"They talk about climate change but never once mention human over-population (I mean, hello and duh) because that wouldn't be cool."
"AD49"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change destroying the planet - so let's go kill some animals... 🙄"
"AD50"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Great. Trump is sending two of his climate change deniers to survey the California wildfires damage. Ought to be real productive."
"AD51"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Is Climate Change or Negligence Responsible for Calif. Fires? #Crypto #IOT #future"
"AD52"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Only son coming back is the Sun ☀ ️they call it global warming"
"AD53"	"climate change tweet"	"NOMINAL"	"SELECTION"	"term 2 d gate area - has global warming struck indoors now? Ppl are hot and are dealing w delays come on son"
"AD54"	"climate change tweet"	"NOMINAL"	"SELECTION"	"This must be the result of global warming."
"AD55"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Me, an indurated dungeon master: Trust me, nerds aren't upset about climate change. You, a porkchop: LOL"
"AD56"	"climate change tweet"	"NOMINAL"	"SELECTION"	"World's num 1 worry: Climate Change Sudans num 1 worry: Bread"
"AD57"	"climate change tweet"	"NOMINAL"	"SELECTION"	"utility leader calls for #ActONClimate #carbonpricing at #NEGECP, need only #EV sales, no new #gas cars in next 10 years"
"AD58"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Just solved global warming and it’s not even 9"
"AD59"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Not really but i do believe in global warming and climate change 😣"
"AD60"	"climate change tweet"	"NOMINAL"	"SELECTION"	"The worst thing is being stuck on a bus as person after person gets a flash flood warning. #climatechange"
"AD61"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Global Warming Is Flat.. ' 8- / - tkbk,-"
"AD62"	"climate change tweet"	"NOMINAL"	"SELECTION"	"may I ask, what does a FIRE have to do with Climate Change? just asking"
"AD63"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Wow, if only something could've begun back then to stop the train that is Global Warming."
"AD64"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Man made climate change is a hoax. A magic trick."
"AD65"	"climate change tweet"	"NOMINAL"	"SELECTION"	"And the guy who said climate change wasn't doing any harm and in fact may be doing good."
"AD66"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Beneficial electrification very much a part of achieving #climatechange goals. Thanks for good thinking on this. #NEGECP"
"AD67"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Imagine what could happen if climate change where Real. Quick throw Chris Christie in to make a Levy."
"AD68"	"climate change tweet"	"NOMINAL"	"SELECTION"	"No it’s global warming"
"AD69"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Amazing our gov has known about #climatechange since 1912 but let the world die anyway."
"AD70"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I have live at the same place for a bout 20 years I have never seen flooding until today!!! Never not during Sandy etc... #climatechange"
"AD71"	"climate change tweet"	"NOMINAL"	"SELECTION"	"#Mission: #Climate @ home > Dress up windows with drapes... (by) #ClimateChange #Tip #DoYourPart"
"AD72"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Yes, shes breath of fresh air period honest as the day is long. Concerned about global warming and climate change. Hell yes"
"AD73"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Obama's radical energy policies caused global warming."
"AD74"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Beautiful city - summer heat increasing tho, yeah - f climate change (its real!!!)"
"AD75"	"climate change tweet"	"NOMINAL"	"SELECTION"	"It is too bad that man kind can’t do anything about climate change except watch it happen."
